"cod_isco6","Parent","txt_isco_de","txt_isco_en","txt_isco_fr","txt_isco_it","txt_isco_rm"
31102416,52230,"Detailhandelsfachmann/Bewirtschaftung, Lederwaren und Reiseartikel | Detailhandelsfachfrau/Bewirtschaftung, Lederwaren und Reiseartikel","","Gestionnaire du commerce de détail, gest. marchand., maroquinerie/art. de voyage","Impiegato del commercio al dettaglio, gest. merci, pelletteria/artic. da viaggio | Impiegata del commercio al dettaglio, gest. merci, pelletteria/artic. da viaggio",""
31102417,52230,"Detailhandelsfachmann/Bewirtschaftung, Autoteile-Logistik | Detailhandelsfachfrau/Bewirtschaftung, Autoteile-Logistik","","Gestionnaire du commerce de détail, gest. marchand., logistique pièces détachées","Impiegato del commercio al dettaglio, gestione pezzi di ricambio | Impiegata del commercio al dettaglio, gestione pezzi di ricambio",""
31102418,52230,"Detailhandelsfachmann/Bewirtschaftung, Musikinstrumente | Detailhandelsfachfrau/Bewirtschaftung, Musikinstrumente","","Gestionnaire du commerce de détail, gest. marchandises, instruments de musique","Impiegato del commercio al dettaglio, gestione delle merci, strumenti musicali | Impiegata del commercio al dettaglio, gestione delle merci, strumenti musicali",""
31102419,52230,"Detailhandelsfachmann/Bewirtschaftung, Ton-Bildträger und Musikalien | Detailhandelsfachfrau/Bewirtschaftung, Ton-Bildträger und Musikalien","","Gestionnaire commerce de détail, gest. march., supp. audio, audiovis./partitions","Impiegato commercio al dettaglio, gest. merci, supp. audio, audiovisivo/spartiti | Impiegata commercio al dettaglio, gest. merci, supp. audio, audiovisivo/spartiti",""
31102420,52230,"Detailhandelsfachmann/Bewirtschaftung, Papeterie | Detailhandelsfachfrau/Bewirtschaftung, Papeterie","","Gestionnaire du commerce de détail, gestion des marchandises, papeterie","Impiegato del commercio al dettaglio, gestione delle merci, cartoleria | Impiegata del commercio al dettaglio, gestione delle merci, cartoleria",""
31102421,52230,"Detailhandelsfachmann/Bewirtschaftung, Spielwaren | Detailhandelsfachfrau/Bewirtschaftung, Spielwaren","","Gestionnaire du commerce de détail, gestion des marchandises, jouets","Impiegato del commercio al dettaglio, gestione delle merci, giocattoli | Impiegata del commercio al dettaglio, gestione delle merci, giocattoli",""
31102422,52230,"Detailhandelsfachmann/Bewirtschaftung, Flower | Detailhandelsfachfrau/Bewirtschaftung, Flower","","Gestionnaire du commerce de détail, gestion des marchandises, flower","Impiegato del commercio al dettaglio, gestione delle merci, flower | Impiegata del commercio al dettaglio, gestione delle merci, flower",""
31102423,52230,"Detailhandelsfachmann/Bewirtschaftung, Garden | Detailhandelsfachfrau/Bewirtschaftung, Garden","","Gestionnaire du commerce de détail, gestion des marchandises, garden","Impiegato del commercio al dettaglio, gestione delle merci, garden | Impiegata del commercio al dettaglio, gestione delle merci, garden",""
31102424,52230,"Detailhandelsfachmann/Bewirtschaftung, Landi | Detailhandelsfachfrau/Bewirtschaftung, Landi","","Gestionnaire du commerce de détail, gestion des marchandises, Landi","Impiegato del commercio al dettaglio, gestione delle merci, Landi | Impiegata del commercio al dettaglio, gestione delle merci, Landi",""
31102425,52230,"Detailhandelsfachmann/Bewirtschaftung, Zoofachhandel | Detailhandelsfachfrau/Bewirtschaftung, Zoofachhandel","","Gestionnaire du commerce de détail, gestion des marchandises, biens zoologiques","Impiegato del commercio al dettaglio, gestione merci, commercio spec. di animali | Impiegata del commercio al dettaglio, gestione merci, commercio spec. di animali",""
31102426,52230,"Detailhandelsassistent EBA | Detailhandelsassistentin EBA","","Assistant du commerce de détail AFP | Assistante du commerce de détail AFP","Assistente del commercio al dettaglio CFP",""
31102427,52230,"Detailhandelsfachmann EFZ/Beratung | Detailhandelsfachfrau EFZ/Beratung","","Gestionnaire du commerce de détail CFC, conseil à la clientèle","Impiegato del commercio al dettaglio AFC, consulenza | Impiegata del commercio al dettaglio AFC, consulenza",""
31102428,52230,"Detailhandelsfachmann EFZ/Bewirtschaftung | Detailhandelsfachfrau EFZ/Bewirtschaftung","","Gestionnaire du commerce de détail CFC, gestion des marchandises","Impiegato del commercio al dettaglio AFC, gestione delle merci | Impiegata del commercio al dettaglio AFC, gestione delle merci",""
31102429,52230,"Optikverkäufer | Optikverkäuferin","Optics salesman | Optics saleswoman","Vendeur en optique | Vendeuse en optique","Venditore di articoli ottici | Venditrice di articoli ottici",""
31102430,52230,"Backwarenverkäufer | Backwarenverkäuferin","","Vendeur de produits de boulangerie | Vendeuse de produits de boulangerie","Venditore di prodotti da forno | Venditrice di prodotti da forno",""
31102431,52230,"Papeterist (Papeterieverkäufer) | Papeteristin (Papeterieverkäuferin)","","Vendeur en papeterie | Vendeuse en papeterie","Venditore di articoli di cartoleria | Venditrice di articoli di cartoleria",""
31102432,52460,"Kebabverkäufer | Kebabverkäuferin","Kebab seller","Vendeur de kebab | Vendeuse de kebab","Venditore di kebab | Venditrice di kebab",""
31102433,52220,"Handelsspezialist Früchte und Gemüse, eidg. FA | Handelsspezialistin Früchte und Gemüse, eidg. FA","","Spécialiste du commerce fruits et légumes, brev. féd. EP","Specialista nel commercio frutta e verdura APF",""
31102434,33220,"Verkaufsfachmann, eidg. FA | Verkaufsfachfrau, eidg. FA","","Spécialiste de vente, brev. féd. EP","Specialista in vendita APF",""
31102435,33220,"Verkaufsfachmann, Innendienst, eidg. FA | Verkaufsfachfrau, Innendienst, eidg. FA","","Spécialiste de vente, service interne, brev. féd. EP","Specialista in vendita, servizio interno, APF",""
31102436,33220,"Verkaufsfachmann, Aussendienst, eidg. FA | Verkaufsfachfrau, Aussendienst, eidg. FA","","Spécialiste de vente, service externe, brev. féd. EP","Specialista in vendita, servizio esterno, APF",""
31102437,12211,"Verkaufsleiter, dipl. HFP | Verkaufsleiterin, dipl. HFP","","Chef de vente, dipl. EPS | Cheffe de vente, dipl. EPS","Capo di vendita, dipl. EPS",""
31102438,52230,"Detailhandelsfachmann EFZ | Detailhandelsfachfrau EFZ","","Gestionnaire du commerce de détail CFC","Impiegato deI commercio al dettaglio AFC | Impiegata deI commercio al dettaglio AFC",""
31102439,52230,"Detailhandelsassistent EBA, Eisenwaren | Detailhandelsassistentin EBA, Eisenwaren","","Assistant du commerce de détail AFP, quincaillerie | Assistante du commerce de détail AFP, quincaillerie","Assistente del commercio al dettaglio CFP, ferramenta",""
31102440,52230,"Detailhandelsassistent EBA, Do-it-yourself | Detailhandelsassistentin EBA, Do-it-yourself","","Assistant du commerce de détail AFP, Do-it-yourself | Assistante du commerce de détail AFP, Do-it-yourself","Assistente del commercio al dettaglio CFP, Do-it-yourself",""
31102441,52230,"Detailhandelsassistent EBA, Haushalt | Detailhandelsassistentin EBA, Haushalt","","Assistant du commerce de détail AFP, ménage | Assistante du commerce de détail AFP, ménage","Assistente del commercio al dettaglio CFP, casalinghi",""
31102442,52230,"Detailhandelsassistent EBA, Elektrofach | Detailhandelsassistentin EBA, Elektrofach","","Assistant du commerce de détail AFP, électroménager | Assistante du commerce de détail AFP, électroménager","Assistente del commercio al dettaglio CFP, articoli elettrici",""
31102443,52230,"Detailhandelsassistent EBA, Möbel | Detailhandelsassistentin EBA, Möbel","","Assistant du commerce de détail AFP, ameublement | Assistante du commerce de détail AFP, ameublement","Assistente del commercio al dettaglio CFP, mobili",""
31102444,52230,"Detailhandelsassistent EBA, Teppiche und Bodenbeläge | Detailhandelsassistentin EBA, Teppiche und Bodenbeläge","","Assistant du commerce de détail AFP, tapis et revêtements de sols | Assistante du commerce de détail AFP, tapis et revêtements de sols","Assistente del commercio al dettaglio CFP, tappeti e rivestimenti di pavimenti",""
31102445,52230,"Detailhandelsassistent EBA, Farben | Detailhandelsassistentin EBA, Farben","","Assistant du commerce de détail AFP, peinture | Assistante du commerce de détail AFP, peinture","Assistente del commercio al dettaglio CFP, colori",""
31102446,52230,"Detailhandelsassistent EBA, Consumer-Electronics | Detailhandelsassistentin EBA, Consumer-Electronics","","Assistant du commerce de détail AFP, consumer-electronics | Assistante du commerce de détail AFP, consumer-electronics","Assistente del commercio al dettaglio CFP, consumer-electronics",""
31102447,52230,"Detailhandelsassistent EBA, Post | Detailhandelsassistentin EBA, Post","","Assistant du commerce de détail AFP, poste | Assistante du commerce de détail AFP, poste","Assistente del commercio al dettaglio CFP, posta",""
31102448,52230,"Detailhandelsassistent EBA, Nahrungs- und Genussmittel | Detailhandelsassistentin EBA, Nahrungs- und Genussmittel","","Assistant du commerce de détail AFP, produits nutritifs et denrées de luxe | Assistante du commerce de détail AFP, produits nutritifs et denrées de luxe","Assistente del commercio al dettaglio CFP, alimenti o generi voluttuari",""
31102449,52230,"Detailhandelsassistent EBA, Bäckerei/Konditorei/Confiserie | Detailhandelsassistentin EBA, Bäckerei/Konditorei/Confiserie","","Assistant du commerce de détail AFP, boulangerie-pâtisserie-confiserie | Assistante du commerce de détail AFP, boulangerie-pâtisserie-confiserie","Assistente del commercio al dettaglio CFP, panetteria-pasticceria-confetteria",""
31102450,52230,"Detailhandelsassistent EBA, Fleischwirtschaft | Detailhandelsassistentin EBA, Fleischwirtschaft","","Assistant du commerce de détail AFP, économie carnée | Assistante du commerce de détail AFP, économie carnée","Assistente del commercio al dettaglio CFP, economia della carne",""
31102451,52110,"Detailhandelsassistent EBA, Kiosk | Detailhandelsassistentin EBA, Kiosk","","Assistant du commerce de détail AFP, kiosque | Assistante du commerce de détail AFP, kiosque","Assistente del commercio al dettaglio CFP, chiosco",""
31102452,52230,"Detailhandelsassistent EBA, Textilien | Detailhandelsassistentin EBA, Textilien","","Assistant du commerce de détail AFP, textiles | Assistante du commerce de détail AFP, textiles","Assistente del commercio al dettaglio CFP, tessili",""
31102453,52230,"Detailhandelsassistent EBA, Schuhe | Detailhandelsassistentin EBA, Schuhe","","Assistant du commerce de détail AFP, chaussures | Assistante du commerce de détail AFP, chaussures","Assistente del commercio al dettaglio CFP, calzature",""
31102454,52230,"Detailhandelsassistent EBA, Sportartikel | Detailhandelsassistentin EBA, Sportartikel","","Assistant du commerce de détail AFP, articles de sport | Assistante du commerce de détail AFP, articles de sport","Assistente del commercio al dettaglio CFP, articoli sportivi",""
31102455,52230,"Detailhandelsassistent EBA, Uhren-Schmuck-Edelsteine | Detailhandelsassistentin EBA, Uhren-Schmuck-Edelsteine","","Assistant du commerce de détail AFP, montres-bijoux-pierres précieuses | Assistante du commerce de détail AFP, montres-bijoux-pierres précieuses","Assistente del commercio al dettaglio CFP, orologi-gioielli-pietre preziose",""
31102456,52230,"Detailhandelsassistent EBA, Parfümerie | Detailhandelsassistentin EBA, Parfümerie","","Assistant du commerce de détail AFP, parfumerie | Assistante du commerce de détail AFP, parfumerie","Assistente del commercio al dettaglio CFP, profumeria",""
31102457,52230,"Detailhandelsassistent EBA, Lederwaren und Reiseartikel | Detailhandelsassistentin EBA, Lederwaren und Reiseartikel","","Assistant du commerce de détail AFP, maroquinerie et articles de voyage | Assistante du commerce de détail AFP, maroquinerie et articles de voyage","Assistente del commercio al dettaglio CFP, pelletteria e articoli da viaggio",""
31102458,52230,"Detailhandelsassistent EBA, Autoteile-Logistik | Detailhandelsassistentin EBA, Autoteile-Logistik","","Assistant du commerce de détail AFP, logistique des pièces détachées | Assistante du commerce de détail AFP, logistique des pièces détachées","Assistente del commercio al dettaglio CFP, gestione pezzi di ricambio",""
31102459,52230,"Detailhandelsassistent EBA, Musikinstrumente | Detailhandelsassistentin EBA, Musikinstrumente","","Assistant du commerce de détail AFP, instruments de musique | Assistante du commerce de détail AFP, instruments de musique","Assistente del commercio al dettaglio CFP, strumenti musicali",""
31102460,52230,"Detailhandelsassistent EBA, Ton-Bildträger und Musikalien | Detailhandelsassistentin EBA, Ton-Bildträger und Musikalien","","Assistant du commerce de détail AFP, supports audio, audiovisuel et partitions | Assistante du commerce de détail AFP, supports audio, audiovisuel et partitions","Assistente del commercio al dettaglio CFP, supporto audio/audiovisivo/spartiti",""
31102461,52230,"Detailhandelsassistent EBA, Papeterie | Detailhandelsassistentin EBA, Papeterie","","Assistant du commerce de détail AFP, papeterie | Assistante du commerce de détail AFP, papeterie","Assistente del commercio al dettaglio CFP, cartoleria",""
31102462,52230,"Detailhandelsassistent EBA, Spielwaren | Detailhandelsassistentin EBA, Spielwaren","","Assistant du commerce de détail AFP, jouets | Assistante du commerce de détail AFP, jouets","Assistente del commercio al dettaglio CFP, giocattoli",""
31102463,52230,"Detailhandelsassistent EBA, Flower | Detailhandelsassistentin EBA, Flower","","Assistant du commerce de détail AFP, flower | Assistante du commerce de détail AFP, flower","Assistente del commercio al dettaglio CFP, flower",""
31102464,52230,"Detailhandelsassistent EBA, Garden | Detailhandelsassistentin EBA, Garden","","Assistant du commerce de détail AFP, garden | Assistante du commerce de détail AFP, garden","Assistente del commercio al dettaglio CFP, garden",""
31102465,52230,"Detailhandelsassistent EBA, Landi | Detailhandelsassistentin EBA, Landi","","Assistant du commerce de détail AFP, Landi | Assistante du commerce de détail AFP, Landi","Assistente del commercio al dettaglio CFP, Landi",""
